k,q
g,ġ
ñ,ŋ
n,ñ
l,ḷ
ł,ł̣
s,z
l,ł
o,u
ng,ŋ
au,o
sr,zr
ai,ay
b,v
v,w
b,p
d,t
k,g
u,oo
d,r
th,r
a,u
ee,ii
au,ua
ia,ai
ii,iu
q,k
ġ,g
ŋ,ñ
ñ,n
ḷ,l
ł̣,ł
z,s
ł,l
u,o
o,au
zr,sr
ay,ai
v,b
w,v
p,b
t,d
g,k
oo,u
oo,uu
uu,oo
r,d
r,th
u,a
ii,ee
ua,au
ai,ia
iu,ii
a,aa
aa,a
ii,i
i,ii
uu,u
u,uu
.,
!,
?,
",",
